milepost,loco_shear_kNs,car_shear_kNs,total_shear_kNs,total_vert_GNs
178.07500000000027,3008.918626873667,5523.700327759712,8532.618954633379,1.2173874598814238
178.12500000000028,3000.3148360013283,5236.583919546924,8236.898755548253,1.2079527990118586
178.1750000000003,2527.9715125096127,4985.889341329979,7513.860853839592,1.2232511644268784
178.2250000000003,1660.1678581571955,4626.073568294372,6286.241426451568,1.2117786990118586
178.27500000000032,847.9512991435096,4345.124870812078,5193.076169955588,1.2173874598814238
178.32500000000033,300.9796614526298,4007.658228874864,4308.637890327494,1.2117786990118586
178.37500000000034,558.6834611104206,3766.9962036426728,4325.679664753094,1.2135615598814238
178.42500000000035,1232.6501078611386,3461.9248924767253,4694.5750003378635,1.2176424035573132
178.47500000000036,1883.9710625219848,3210.5594506724588,5094.530513194443,1.2173874598814238
178.52500000000038,2468.4435858082797,2897.0949728512937,5365.538558659573,1.2117786990118586
178.5750000000004,3016.1748147058206,2649.3093483287576,5665.484163034578,1.2173874598814238
178.6250000000004,3249.092968577791,2351.4375950279846,5600.530563605776,1.2079527990118584
178.6750000000004,3799.7696994842936,2133.958119512876,5933.727818997169,1.2232511644268784
178.72500000000042,4140.514061555217,1880.83927749351,6021.353339048727,1.2117786990118586
178.77500000000043,4080.583909137694,1737.8060426950747,5818.389951832769,1.2135615598814236
178.82500000000044,4705.3058605797105,1584.0957115482074,6289.4015721279175,1.2156045990118585
178.87500000000045,4061.288204570842,1512.535904798057,5573.824109368899,1.2133066162055344
178.92500000000047,4153.912183866505,1445.8575006646267,5599.769684531132,1.2173874598814236
178.97500000000048,3737.209402210702,1400.7574633033466,5137.966865514049,1.2171325162055344
179.0250000000005,2937.6089179903615,1345.7348520477558,4283.343770038117,1.207697855335969
179.0750000000005,2633.541324323786,1312.2003396454031,3945.741663969189,1.222996220750989
179.1250000000005,2495.977590846644,1246.4374171673574,3742.4150080140016,1.2115237553359692
179.17500000000052,2816.4236109456215,1209.7488113060535,4026.172422251675,1.2171325162055344
179.22500000000053,3064.873136330665,1155.545331560811,4220.418467891476,1.2115237553359692
179.27500000000055,3125.2018606014385,1113.4149712053334,4238.616831806772,1.2133066162055344
179.32500000000056,3519.7314384677657,1069.3625455274262,4589.093983995192,1.2173874598814238
179.37500000000057,3695.5484613905037,1012.1552168102213,4707.703678200725,1.2171325162055344
179.42500000000058,3716.306066653294,949.8263839744513,4666.132450627745,1.2115237553359692
179.4750000000006,3415.8627788812214,865.7773448540574,4281.640123735278,1.2171325162055344
179.5250000000006,3450.719561761451,781.8433623092906,4232.562924070742,1.207697855335969
179.5750000000006,3818.194616688104,719.0858381498591,4537.280454837963,1.222996220750989
179.62500000000063,4127.48458541206,655.4884782974269,4782.973063709487,1.211523755335969
179.67500000000064,4339.388618584085,611.0206999925219,4950.409318576607,1.2171325162055344
179.72500000000065,4508.855758338614,557.0609154445578,5065.916673783171,1.211523755335969
179.77500000000066,4459.897721714694,513.6257818298751,4973.523503544569,1.2133066162055344
179.82500000000067,4750.96445757909,459.6898466819722,5210.654304261062,1.2173874598814236
179.87500000000068,4999.380707368868,416.25471306728934,5415.635420436157,1.2171325162055344
179.9250000000007,5018.260623161844,362.3187779193865,5380.579401081231,1.207697855335969
179.9750000000007,5486.177325085597,318.88364430470364,5805.060969390301,1.222996220750989
180.02500000000072,5701.631224085142,264.9477091568008,5966.578933241943,1.211523755335969
180.07500000000073,5858.392441585183,221.512575542118,6079.905017127301,1.2173874598814238
180.12500000000074,5988.515727362609,167.5766403942152,6156.092367756824,1.2117786990118586
180.17500000000075,5773.14747495028,124.14157997741532,5897.289054927695,1.2135615598814238
180.22500000000076,6209.482350144331,70.45556451735428,6279.937914661685,1.2176424035573132
180.27500000000077,6334.222137855235,32.153102903912036,6366.375240759147,1.2173874598814238
180.32500000000078,6341.112459473324,5.307467104266104,6346.41992657759,1.2117786990118586
180.3750000000008,6341.112459473324,0.24213183601887905,6341.354591309343,1.2173874598814238
180.4250000000008,5993.177619447353,7.230189931492265e-05,5993.1776917492525,1.2079527990118586
180.47500000000082,6341.112459473325,0.0,6341.112459473325,1.2232511644268784
180.52500000000083,6341.112459473324,0.0,6341.112459473324,1.2117786990118586
