fric_brake.history.i,fric_brake.history.force_newtons,fric_brake.history.force_max_curr_newtons,history.time_seconds,history.i,history.offset_meters,history.offset_back_meters,history.total_dist_meters,history.link_idx_front,history.link_idx_back,history.offset_in_link_meters,history.speed_meters_per_second,history.speed_limit_meters_per_second,history.speed_target_meters_per_second,history.dt_seconds,history.length_meters,history.mass_static_kilograms,history.mass_rot_kilograms,history.mass_freight_kilograms,history.weight_static_newtons,history.res_rolling_newtons,history.res_bearing_newtons,history.res_davis_b_newtons,history.res_aero_newtons,history.res_grade_newtons,history.res_curve_newtons,history.grade_front,history.grade_back,history.elev_front_meters,history.elev_back_meters,history.pwr_res_watts,history.pwr_accel_watts,history.pwr_whl_out_watts,history.energy_whl_out_joules,history.energy_whl_out_pos_joules,history.energy_whl_out_neg_joules
447,0.0,12715254.816060832,447.0,447,7112.63455133085,5101.640279225101,5112.634551330848,2,2,4101.640279225101,10.9853892159188,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,148310.03932449353,709792.495192974,407316.04134948185,0.00509996420926993,0.0058997580479744245,22.177615415050035,11.64639417924379,15746176.066696178,-2764331.0617956812,12971356.24331095,5625994410.024629,5625994410.024629,0.0
448,0.0,12715254.816060832,448.0,448,7123.611151692668,5112.63455133085,5123.611151692666,2,2,4112.63455133085,10.967811507717162,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,147831.50087590073,709199.7135854559,407618.03930292506,0.00509996420926993,0.005896131147535702,22.233685809296325,11.711259699242422,15712421.76515567,-2730671.164006619,12971356.24331095,5638965766.26794,5638965766.26794,0.0
449,0.0,12715254.816060832,449.0,449,7134.570267662478,5123.611151692668,5134.570267662476,2,2,4123.611151692668,10.950420431903163,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,147358.78935429594,708607.8435337464,407919.55183719256,0.00509996420926993,0.005899713244223116,22.28966607828106,11.776021569187455,15679031.222406879,-2697374.6513030645,12971356.24331095,5651937122.5112505,5651937122.5112505,0.0
450,0.0,12715254.816060832,450.0,450,7145.512085154608,5134.570267662478,5145.512085154606,2,2,4134.570267662478,10.933214552357754,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,146891.84185341676,708016.8933264954,408220.58409859135,0.00509996420926993,0.005900595658786922,22.345557177492328,11.840680621587936,15646001.084607527,-2664438.1636541095,12971356.24331095,5664908478.754561,5664908478.754561,0.0
451,0.0,12715254.816060832,451.0,451,7156.436788235039,5145.512085154608,5156.436788235037,2,2,4145.512085154608,10.916191608503151,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,146430.596048662,707426.844720312,408532.96939281555,0.005100034235082145,0.005899999999999158,22.40136056221945,11.90523858241114,15613456.36123693,-2631986.212043457,12971356.24331095,5677879834.997872,5677879834.997872,0.0
452,0.0,12715254.816060832,452.0,452,7167.344558914552,5156.436788235039,5167.34455891455,2,2,4156.436788235039,10.899349750522708,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,145974.96806110442,706837.8197440145,408850.8992449495,0.005100034235082145,0.005899999999999158,22.457076921937755,11.969694330585673,15581329.845170971,-2599951.823283128,12971356.24331095,5690851191.241183,5690851191.241183,0.0
453,0.0,12715254.816060832,453.0,453,7178.235577573794,5167.344558914552,5178.235577573792,2,2,4167.344558914552,10.882687567961083,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,145524.8856056688,706249.7077085057,409168.33633168007,0.005100034235082145,0.005899999999999158,22.512706925831697,12.034050177594793,15549550.447782746,-2568264.1617114446,12971356.24331095,5703822547.484494,5703822547.484494,0.0
454,0.0,12715254.816060832,454.0,454,7189.110023185223,5178.235577573794,5189.1100231852215,2,2,4178.235577573794,10.866203654897541,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,145080.28865977202,705662.4988882394,409485.2859024307,0.005100034235082145,0.005899999999999158,22.56825149384875,12.098307187684311,15518114.768318783,-2536919.821656588,12971356.243310947,5716793903.727805,5716793903.727805,0.0
455,0.0,12715254.816060832,455.0,455,7199.9680733176865,5189.110023185223,5199.968073317685,2,2,4189.110023185223,10.849896610029695,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,144641.11779039315,705076.1836335945,409801.75316564384,0.005100034235082145,0.005899999999999158,22.623711538754577,12.162466416791734,15487019.434013199,-2505915.4255456896,12971356.24331095,5729765259.971116,5729765259.971116,0.0
456,0.0,12715254.816060832,456.0,456,7210.80990414108,5199.9680733176865,5210.809904141078,2,2,4199.9680733176865,10.833765036756366,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,144207.314149209,704490.7523706277,410117.7432889142,0.005100034235082145,0.005899999999999158,22.679087966156377,12.226528912573258,15456261.099888148,-2475247.623704615,12971356.24331095,5742736616.214427,5742736616.214427,0.0
457,0.0,12715254.816060832,457.0,457,7221.635690563457,5210.80990414108,5221.635690563455,2,2,4210.80990414108,10.817807807997934,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,143778.81946776473,703906.117674853,410429.5632173431,0.005100034235082145,0.00590011386663574,22.734381674526652,12.29049687062218,15425795.75783625,-2444872.5623962767,12971356.24331095,5755707972.457738,5755707972.457738,0.0
458,0.0,12715254.816060832,458.0,458,7232.445606252915,5221.635690563457,5232.445606252913,2,2,4221.635690563457,10.802023570919733,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,143355.5830692068,703322.3696493045,410740.3713275468,0.005100034235082145,0.005898548585481183,22.78959355590246,12.354369846113025,15395655.748725448,-2414822.44026908,12971356.24331095,5768679328.701049,5768679328.701049,0.0
459,0.0,12715254.816060832,459.0,459,7243.2398236060635,5232.445606252915,5243.239823606062,2,2,4232.445606252915,10.78641113537659,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,142937.54870271424,702739.6119811127,411047.8045562493,0.005100034235082145,0.005896131147540573,22.844724495997053,12.418147186348722,15365813.660066541,-2385069.9355667755,12971356.24331095,5781650684.94436,5781650684.94436,0.0
460,0.0,12715254.816060832,460.0,460,7254.018513874145,5243.2398236060635,5254.0185138741435,2,2,4243.2398236060635,10.770969400786887,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,142524.6648471857,702157.6744473609,411350.7959729021,0.005100034235082145,0.005899354838703583,22.899775374039027,12.481832296162468,15336253.480686938,-2355599.0844928543,12971356.243310949,5794622041.187671,5794622041.187671,0.0
461,0.0,12715254.816060832,461.0,461,7264.78184861184,5254.018513874145,5264.7818486118385,2,2,4254.018513874145,10.755700074603414,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,142116.8827450421,701576.4513935654,411609.4246820834,0.005100034235082145,0.005901408114553548,22.95474706341559,12.545427616541506,15306543.87152033,-2325980.237330731,12971356.24331095,5807593397.430982,5807593397.430982,0.0
462,0.0,12715254.816060832,462.0,462,7275.530002905445,5264.78184861184,5275.530002905443,2,2,4264.78184861184,10.740608512605364,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,141714.22801615926,700996.2151386664,411771.01319564047,0.005099999999995175,0.005896131147540573,23.009640187918066,12.608929730869544,15276128.26849216,-2295659.0393240675,12971356.24331095,5820564753.674293,5820564753.674293,0.0
463,0.0,12715254.816060832,463.0,463,7286.2631358607305,5275.530002905445,5286.263135860729,2,2,4275.530002905445,10.725657397965628,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,141316.82224578725,701010.468969744,411849.9287887613,0.005099999999995181,0.0044999999999950765,23.0644537348154,12.66353179307304,15251513.343444722,-2271116.3380141505,12971356.24331095,5833536109.9176035,5833536109.9176035,0.0
464,0.0,12715254.816060832,464.0,464,7296.981377709219,5286.2631358607305,5296.981377709217,2,2,4286.2631358607305,10.71082629901134,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,140923.66510770516,701444.6104089941,411785.00133344985,0.005099695794806294,0.004497049180326371,23.11919433152179,12.711831014905309,15230096.824804632,-2249759.973338485,12971356.243310949,5846507466.160914,5846507466.160914,0.0
465,0.0,12715254.816060832,465.0,465,7307.684850429599,5296.981377709219,5307.684850429597,2,2,4296.981377709219,10.696119141749417,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,140534.20500930137,701877.9980610912,411652.15848832397,0.00510083675143037,0.004499731583652426,23.173857712159716,12.76006420464095,15208158.914569046,-2227884.8678174093,12971356.24331095,5859478822.404225,5859478822.404225,0.0
466,0.0,12715254.816060832,466.0,466,7318.373682311272,5307.684850429599,5318.37368231127,2,2,4307.684850429599,10.681544621598205,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,140148.5317507604,702310.6212252523,411382.7357047318,0.00510223194748088,0.004500328107906488,23.228441977073647,12.808229621392398,15184978.326290917,-2204772.646889407,12971356.24331095,5872450178.647536,5872450178.647536,0.0
467,0.0,12715254.816060832,467.0,467,7329.048009317067,5318.373682311272,5329.048009317065,2,2,4318.373682311272,10.667109389992543,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,139766.8594914121,702742.9648761617,411004.09875402873,0.005101434599148959,0.004499999999996419,23.282956307093112,12.8563292503993,15160871.31295211,-2180738.346502505,12971356.24331095,5885421534.890847,5885421534.890847,0.0
468,0.0,12715254.816060832,468.0,468,7339.707972794267,5329.048009317067,5339.7079727942655,2,2,4329.048009317067,10.652817564406856,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,139389.34785413218,703174.686092481,410551.71204817033,0.00510051489146476,0.004499507927825623,23.337396809437667,12.9043642868196,15136226.07190512,-2156168.6394526428,12971356.24331095,5898392891.134158,5898392891.134158,0.0
469,0.0,12715254.816060832,469.0,469,7350.353718248895,5339.707972794267,5350.3537182488935,2,2,4339.707972794267,10.638673344850014,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,139016.08952415563,703605.8055773354,410023.6986784599,0.0050992278576791165,0.004500521134951519,23.391761486280686,12.95233242565353,15111032.588880666,-2131053.5735045467,12971356.24331095,5911364247.377469,5911364247.377469,0.0
470,0.0,12715254.816060832,470.0,470,7360.985396863769,5350.353718248895,5360.985396863767,2,2,4350.353718248895,10.624683884897703,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,138647.17890956718,704036.376229865,409377.1708547757,0.005113421052628001,0.004499999999995918,23.446055967706542,13.000238512118683,15084847.380408585,-2104951.4821459567,12971356.24331095,5924335603.62078,5924335603.62078,0.0
471,0.0,12715254.816060832,471.0,471,7371.603162632352,5360.985396863769,5371.60316263235,2,2,4360.985396863769,10.610847652268898,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,138282.78687615605,704466.0059714369,408735.3311124041,0.00510083675143037,0.004499999999995649,23.50027565609851,13.048083765885577,15058984.795099793,-2079171.4186560847,12971356.24331095,5937306959.864091,5937306959.864091,0.0
472,0.0,12715254.816060832,472.0,472,7382.207147401941,5371.603162632352,5382.207147401939,2,2,4371.603162632352,10.597121886909134,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,137922.857677084,705497.0472597192,408084.1845064996,0.006015789473677251,0.004497049180324136,23.563350640464673,13.095861147101965,15039651.167619528,-2059894.4456647509,12971356.24331095,5950278316.107402,5950278316.107402,0.0
473,0.0,12715254.816060832,473.0,473,7392.7974599675645,5382.207147401941,5392.797459967563,2,2,4382.207147401941,10.583503244338116,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,137566.26555036055,706569.1733201875,407427.65103277686,0.005999975546634817,0.004500738310086135,23.626976660399567,13.143579987386564,15020884.688817468,-2041182.8032243785,12971356.243310949,5963249672.350713,5963249672.350713,0.0
474,0.0,12715254.816060832,474.0,474,7403.374206577793,5392.7974599675645,5403.3742065777915,2,2,4392.7974599675645,10.569989976119288,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,137212.9126305714,707639.8517142159,406785.89569822326,0.005999975546634817,0.004497049180324136,23.690518276824527,13.191235903249353,15002442.555066975,-2022794.6569638315,12971356.24331095,5976221028.594024,5976221028.594024,0.0
475,0.0,12715254.816060832,475.0,475,7413.937492849242,5403.374206577793,5413.93749284924,2,2,4403.374206577793,10.556582566776807,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,136862.74291669624,708709.1628622205,406127.1569461826,0.005999975546634817,0.004499999999996419,23.753978497848852,13.238830709598524,14983987.971190866,-2004394.5790782382,12971356.24331095,5989192384.837335,5989192384.837335,0.0
476,0.0,12715254.816060832,476.0,476,7424.487419684231,5413.937492849242,5424.487419684229,2,2,4413.937492849242,10.543271103201548,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,136515.7584742406,709777.1137410615,405599.658431643,0.005999975546634817,0.004499507927825063,23.817357957169644,13.286364936615204,14967078.725494565,-1987533.9544267366,12971356.243310949,6002163741.080646,6002163741.080646,0.0
477,0.0,12715254.816060832,477.0,477,7435.024080960952,5424.487419684231,5435.02408096095,2,2,4424.487419684231,10.530051450240096,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,136171.69280561586,710843.6383762317,405122.3728641344,0.005999975546634817,0.004499999999996419,23.88065726019837,13.33384016857741,14950842.31589219,-1971343.8128408326,12971356.243310949,6015135097.3239565,6015135097.3239565,0.0
478,0.0,12715254.816060832,478.0,478,7445.547566670694,5435.024080960952,5445.5475666706925,2,2,4435.024080960952,10.516919969244785,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,135830.42984226186,711908.5108947302,404688.97585192765,0.005999999999994637,0.004499507927825063,23.943873605763063,13.381256955600435,14935201.084248925,-1955746.7894890234,12971356.24331095,6028106453.567267,6028106453.567267,0.0
479,0.0,12715254.816060832,479.0,479,7456.057962076597,5445.547566670694,5456.057962076595,2,2,4445.547566670694,10.503870842559456,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,135491.8669083872,712972.7231850509,404330.0380498069,0.005998875351447413,0.004499507927825063,24.00701687552287,13.428610462651939,14920477.272412796,-1941063.7674771403,12971356.24331095,6041077809.810578,6041077809.810578,0.0
480,0.0,12715254.816060832,480.0,480,7466.555346497243,5456.057962076597,5466.555346497241,2,2,4456.057962076597,10.490897998732322,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,135155.8457795341,714035.1717353718,404051.07079367485,0.006000984413448181,0.004500738310087815,24.070079176258705,13.475909169364357,14906704.13820148,-1927327.8293638024,12971356.24331095,6054049166.053889,6054049166.053889,0.0
481,0.0,12715254.816060832,481.0,481,7477.039792453191,5466.555346497243,5477.039792453189,2,2,4466.555346497243,10.477993913163509,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,134822.20250426215,715096.3060183843,403873.19096442696,0.005999999999993435,0.004501265822780335,24.13306239898065,13.523148297902457,14894093.37150404,-1914749.7456706422,12971356.243310949,6067020522.2972,6067020522.2972,0.0
482,0.0,12715254.816060832,482.0,482,7487.511368421674,5477.039792453191,5487.511368421672,2,2,4477.039792453191,10.465158023802346,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,134490.73664425715,716156.3699742776,403697.836681564,0.005999343903768242,0.004500738310086135,24.195970584529874,13.570328269756523,14881603.737636385,-1902292.5789182342,12971356.243310949,6079991878.540511,6079991878.540511,0.0
483,0.0,12715254.816060832,483.0,483,7497.970140423849,5487.511368421674,5497.970140423848,2,2,4487.511368421674,10.452385980547673,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,134161.4272673644,717215.0170292407,403579.45743076305,0.005999999999993435,0.004497049180326371,24.258797330527127,13.617447824677571,14869797.349289594,-1890516.0865946794,12971356.243310949,6092963234.783822,6092963234.783822,0.0
484,0.0,12715254.816060832,484.0,484,7508.416170102156,5497.970140423849,5508.416170102154,2,2,4497.970140423849,10.439673376065759,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,133834.15654077817,718272.5564595611,403519.15439245314,0.006005911330040307,0.004497049180323019,24.321553179133762,13.664512916081618,14858679.384946538,-1879425.3983070096,12971356.24331095,6105934591.027133,6105934591.027133,0.0
485,0.0,12715254.816060832,485.0,485,7518.849515032738,5508.416170102156,5518.849515032736,2,2,4508.416170102156,10.427016485099527,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,133508.8057436969,719328.4603239883,403508.3272871165,0.00600098441345042,0.004497049180326371,24.384227457922826,13.711520704628343,14848145.449344344,-1868916.5301874115,12971356.243310949,6118905947.270444,6118905947.270444,0.0
486,0.0,12715254.816060832,486.0,486,7529.2702614335,5518.849515032738,5529.2702614334985,2,2,4518.849515032738,10.414476316425574,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,133185.27415615818,719497.9854612125,403508.3272871165,0.006000342368040244,0.006101000820338887,24.44682971861531,13.771607713698376,14828611.073256591,-1849445.3640502198,12971356.24331095,6131877303.513755,6131877303.513755,0.0
487,0.0,12715254.816060832,487.0,487,7539.678533945117,5529.2702614335,5539.678533945115,2,2,4529.2702614335,10.402068706807672,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,132865.11325810177,719427.727278768,403508.3272871165,0.005999935459579833,0.006099332968829777,24.50935505951658,13.835175478220576,14806797.273753943,-1827704.899822213,12971356.24331095,6144848659.757066,6144848659.757066,0.0
488,0.0,12715254.816060832,488.0,488,7550.074464695056,5539.678533945117,5550.074464695054,2,2,4539.678533945117,10.389792793069773,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,132548.7158919056,719357.3317003516,403504.64062341285,0.005999935459579833,0.00610051651142524,24.571804022831998,13.898668903706765,14785180.497905714,-1806161.1927091253,12971356.24331095,6157820016.000377,6157820016.000377,0.0
489,0.0,12715254.816060832,489.0,489,7560.4581846736955,5550.074464695056,5560.458184673694,2,2,4550.074464695056,10.37764716420937,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,132236.04799658264,719287.3706441843,403504.5529499489,0.005999935459579833,0.006100009668190846,24.634178936373896,13.962081832394468,14763840.213589143,-1784893.3634549577,12971356.24331095,6170791372.243688,6170791372.243688,0.0
490,0.0,12715254.816060832,490.0,490,7570.829823605504,5560.4581846736955,5570.8298236055025,2,2,4560.4581846736955,10.365630699408094,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,131927.06181440788,719217.3336016122,403504.5529499489,0.005999935459579833,0.006100009668190846,24.69648058607608,14.025422624655954,14742731.978355143,-1763857.1454742388,12971356.24331095,6183762728.486999,6183762728.486999,0.0
491,0.0,12715254.816060832,491.0,491,7581.1895100944585,5570.829823605504,5581.189510094457,2,2,4570.829823605504,10.35374227850035,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,131621.71725072662,719147.3780443645,403504.5529499489,0.005999935459579833,0.006100009668190846,24.758709750277,14.088689722414973,14721854.226258548,-1743050.9682055558,12971356.24331095,6196734084.7303095,6196734084.7303095,0.0
492,0.0,12715254.816060832,492.0,492,7591.537371627218,5581.1895100944585,5591.537371627216,2,2,4581.1895100944585,10.341980787018924,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,131319.9744827669,719077.5031050219,403504.5529499489,0.005999935459579833,0.006100009668190846,24.820867200592204,14.151883910157018,14701204.670575846,-1722472.5435199277,12971356.24331095,6209705440.97362,6209705440.97362,0.0
493,0.0,12715254.816060832,493.0,493,7601.8735345788455,5591.537371627218,5601.873534578844,2,2,4591.537371627218,10.3303451162367,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,131021.79408385899,719007.7079237007,403504.5529499489,0.005999935459579833,0.006100009668190846,24.88295370193343,14.215005965551951,14680781.043299757,-1702119.6020913674,12971356.24331095,6222676797.216931,6222676797.216931,0.0
494,0.0,12715254.816060832,494.0,494,7612.19812420653,5601.8735345788455,5612.1981242065285,2,2,4601.8735345788455,10.318834139132896,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,130727.1370201804,718938.335295834,403504.5529499489,0.005999989388137906,0.006100009668190846,24.944975111260106,14.278056659488875,14660584.625967633,-1681993.4090778877,12971356.24331095,6235648153.460242,6235648153.460242,0.0
495,0.0,12715254.816060832,495.0,495,7622.511264666235,5612.19812420653,5622.511264666233,2,2,4612.19812420653,10.307446780274963,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,130435.9640388948,718868.7346079749,403504.5529499489,0.005999989388137906,0.006100009668190846,25.006922539463094,14.341036756037857,14640606.466788597,-1662085.0403064834,12971356.243310949,6248619509.703553,6248619509.703553,0.0
496,0.0,12715254.816060832,496.0,496,7632.813079030583,5622.511264666235,5632.813079030581,2,2,4622.511264666235,10.296181948422104,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,130148.23743204588,718799.2111018726,403504.5529499489,0.005999989388137906,0.006100009668190846,25.068801272779695,14.403947012551463,14620847.538108254,-1642395.4534595076,12971356.243310949,6261590865.946864,6261590865.946864,0.0
497,0.0,12715254.816060832,497.0,497,7643.103689283908,5632.813079030583,5643.1036892839065,2,2,4632.813079030583,10.285038558227583,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,129863.91932589117,718729.7639478634,403504.5529499489,0.005999989388137906,0.006100009668190846,25.130612049644352,14.466788179773896,14601305.645841694,-1622922.4534748553,12971356.24331095,6274562222.190175,6274562222.190175,0.0
498,0.0,12715254.816060832,498.0,498,7653.3832163281595,5643.103689283908,5653.383216328158,2,2,4643.103689283908,10.2740155302741,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,129582.97222667946,718660.3923236198,403504.5529499489,0.005999989388137906,0.006100009668190846,25.19235560196177,14.529561001810764,14581978.614113899,-1603663.8635843752,12971356.243310949,6287533578.433486,6287533578.433486,0.0
499,0.0,12715254.816060832,499.0,499,7663.651779988851,5653.3832163281595,5663.651779988849,2,2,4653.3832163281595,10.263111791107896,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,129305.35901748393,718591.0954141106,403504.5529499489,0.005999989388137906,0.006100009668190846,25.25403265514235,14.592266216165125,14562864.285159847,-1584617.5252108946,12971356.24331095,6300504934.676797,6300504934.676797,0.0
500,0.0,12715254.816060832,500.0,500,7673.909499021041,5663.651779988851,5673.909499021039,2,2,4663.651779988851,10.252326273271585,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,129031.04295505295,718521.8724115622,403504.5529499489,0.005999989388137906,0.006100009668190846,25.315643928137916,14.654904553773774,14543960.519225037,-1565781.2978701724,12971356.24331095,6313476290.920108,6313476290.920108,0.0
501,0.0,12715254.816060832,501.0,501,7684.156491115345,5673.909499021041,5684.156491115343,2,2,4673.909499021041,10.24165791533573,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,128759.98766667816,718452.722515416,403504.5529499489,0.005999989388137906,0.006100009668190846,25.377190133477555,14.717476739043718,14525265.19446625,-1547153.0590692328,12971356.24331095,6326447647.163419,6326447647.163419,0.0
502,0.0,12715254.816060832,502.0,502,7694.392872903977,5684.156491115345,5694.392872903975,2,2,4684.156491115345,10.231105661929154,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,128492.15714707981,718383.6449322897,403504.5529499489,0.005999989388137906,0.006100009668190846,25.438671977303713,14.779983489888847,14506776.20685269,-1528730.7042070096,12971356.24331095,6339419003.40673,6339419003.40673,0.0
503,0.0,12715254.816060832,503.0,503,7704.618759966826,5694.392872903977,5704.618759966824,2,2,4694.392872903977,10.220668463767986,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,128227.51575530952,718314.638875936,403504.5529499489,0.005999989388137906,0.006100009668190846,25.500090159408437,14.842425517766799,14488491.470067343,-1510512.1464749936,12971356.24331095,6352390359.650041,6352390359.650041,0.0
