fric_brake.history.i,fric_brake.history.force_newtons,fric_brake.history.force_max_curr_newtons,history.time_seconds,history.i,history.offset_meters,history.offset_back_meters,history.total_dist_meters,history.link_idx_front,history.link_idx_back,history.offset_in_link_meters,history.speed_meters_per_second,history.speed_limit_meters_per_second,history.speed_target_meters_per_second,history.dt_seconds,history.length_meters,history.mass_static_kilograms,history.mass_rot_kilograms,history.mass_freight_kilograms,history.weight_static_newtons,history.res_rolling_newtons,history.res_bearing_newtons,history.res_davis_b_newtons,history.res_aero_newtons,history.res_grade_newtons,history.res_curve_newtons,history.grade_front,history.grade_back,history.elev_front_meters,history.elev_back_meters,history.pwr_res_watts,history.pwr_accel_watts,history.pwr_whl_out_watts,history.energy_whl_out_joules,history.energy_whl_out_pos_joules,history.energy_whl_out_neg_joules
768,0.0,12715254.816060832,768.0,768,10463.34977765673,8451.680682520702,8463.34977765673,2,2,7451.680682520702,11.674156761277066,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,166660.85523212515,622183.1564065128,12204.093906268183,0.006100000000000427,0.006399999999999967,38.93768206337282,29.706324288129206,11293885.435221737,1671846.7492695362,12971356.243310949,9789799764.127438,9789799764.127438,0.0
769,0.0,12715254.816060832,769.0,769,10475.028960383419,8463.34977765673,8475.028960383419,2,2,7463.349777656729,11.684208692100775,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,166950.27170641703,621947.2112307034,12204.093906268183,0.006100000000000427,0.006399999999999967,39.00886354370259,29.78100649699978,11304273.16916266,1661503.441882315,12971356.24331095,9802771120.370749,9802771120.370749,0.0
770,0.0,12715254.816060832,770.0,770,10486.718159746159,8475.028960383419,8486.718159746159,2,2,7475.028960383419,11.69419003337756,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,167237.89763169005,621711.0620872063,12204.093906268183,0.006100000000000427,0.006399999999999967,39.0801065583354,29.855753266450595,11314569.986877628,1651250.5359977686,12971356.24331095,9815742476.61406,9815742476.61406,0.0
771,0.0,12715254.816060832,771.0,771,10498.41730551609,8486.718159746159,8498.41730551609,2,2,7486.718159746159,11.704101506485179,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,167523.74865751513,621474.7104107002,12204.093906268183,0.006100000000000427,0.006399999999999967,39.15141067444812,29.930564142372127,11324776.719875246,1641087.2074086377,12971356.24331095,9828713832.85737,9828713832.85737,0.0
772,0.0,12715254.816060832,772.0,772,10510.126328181423,8498.41730551609,8510.126328181423,2,2,7498.41730551609,11.71394382418048,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,167807.8402907831,621238.1576211884,12204.093906268183,0.006100000000000427,0.006399999999999967,39.22277546364471,30.005438675299686,11334894.191074464,1631012.6403644392,12971356.24331095,9841685189.100681,9841685189.100681,0.0
773,0.0,12715254.816060832,773.0,773,10521.845159042552,8510.126328181423,8521.845159042552,2,2,7510.126328181423,11.723717898076636,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,168090.18789716862,621001.4742260427,12201.07069943597,0.006100000000000427,0.006399903461804758,39.29420050190324,30.0803753950905,11344888.69662377,1621060.4311478136,12971356.24331095,9854656545.343992,9854656545.343992,0.0
774,0.0,12715254.816060832,774.0,774,10533.573730213458,8521.845159042552,8533.573730213458,2,2,7521.845159042552,11.733424443735844,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,168370.812658261,620764.59965996,12197.734790326782,0.006100000000000427,0.006399903461804758,39.365685370156136,30.155374781286945,11354792.199706106,1611198.7275269483,12971356.24331095,9867627901.587303,9867627901.587303,0.0
775,0.0,12715254.816060832,775.0,775,10545.311974432916,8533.573730213458,8545.311974432916,2,2,7533.5737302134585,11.743063995179998,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,168649.7302416508,620527.5428747149,12196.545231932952,0.006100000000000427,0.006399874644984963,39.43722965429867,30.230436286966437,11364634.385881035,1601397.9464020364,12971356.24331095,9880599257.830614,9880599257.830614,0.0
776,0.0,12715254.816060832,776.0,776,10557.059825004133,8545.311974432916,8557.059825004133,2,2,7545.311974432916,11.752637147253616,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,168926.9511937437,620290.2987016436,12196.545231932952,0.006100000000000427,0.006399874644984963,39.508832944037366,30.305559578523187,11374404.623813314,1591668.6874900446,12971356.243310949,9893570614.073925,9893570614.073925,0.0
777,0.0,12715254.816060832,777.0,777,10568.817215937643,8557.059825004133,8568.817215937643,2,2,7557.059825004133,11.76214471976613,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,169202.48789588187,620052.6823399303,12194.612386511533,0.006100000000000427,0.006400123516364645,39.580494832521794,30.380746991004273,11384064.831834747,1582048.9105119545,12971356.24331095,9906541970.317236,9906541970.317236,0.0
778,0.0,12715254.816060832,778.0,778,10580.584081981997,8568.817215937643,8580.584081981997,2,2,7568.817215937643,11.771587368941228,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,169476.35930068477,619814.8710324933,12192.770894765277,0.006100000000000427,0.0063999696790216646,39.652214917216206,30.45599549211328,11393641.73033586,1572511.9875004343,12971356.24331095,9919513326.560547,9919513326.560547,0.0
779,0.0,12715254.816060832,779.0,779,10592.36035847294,8580.584081981997,8592.36035847294,2,2,7580.584081981997,11.78096561294824,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,169748.5797511554,619576.9730085942,12192.770894765277,0.006100000000000427,0.0063999696790216646,39.723992800086776,30.531303078014258,11403157.884482367,1563035.431274424,12971356.24331095,9932484682.803858,9932484682.803858,0.0
780,0.0,12715254.816060832,780.0,780,10604.145981329468,8592.36035847294,8604.145981329468,2,2,7592.360358472941,11.790280100105772,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,170019.1596974994,619338.8847278636,12192.770894765277,0.006100000000000427,0.0063999696790216646,39.79582808668154,30.606670890488072,11412591.055078786,1553641.4112684273,12971356.24331095,9945456039.047169,9945456039.047169,0.0
781,0.0,12715254.816060832,781.0,781,10615.940887115115,8604.145981329468,8615.940887115115,2,2,7604.145981329468,11.799531471187903,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,170288.11342771395,619100.6074858671,12192.770894765277,0.006100000000000427,0.0063999696790216646,39.867720386106356,30.68209851941823,11421941.992517885,1544329.183206081,12971356.24331095,9958427395.29048,9958427395.29048,0.0
782,0.0,12715254.816060832,782.0,782,10627.745013030475,8615.940887115115,8627.745013030475,2,2,7615.940887115115,11.808720359533066,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,170555.45510095335,618862.1425651386,12192.770894765277,0.006100000000000427,0.0063999696790216646,39.93966931139881,30.757585558813293,11431211.439617222,1535098.0102829041,12971356.24331095,9971398751.53379,9971398751.53379,0.0
783,0.0,12715254.816060832,783.0,783,10639.558296905818,8627.745013030475,8639.558296905818,2,2,7627.745013030475,11.817847391150929,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,170821.19874882215,618623.4912353337,12192.770894765277,0.006100000000000427,0.0063999696790216646,40.01167447948251,30.833131606758947,11440400.13171173,1525947.1630723744,12971356.24331095,9984370107.777102,9984370107.777102,0.0
784,0.0,12715254.816060832,784.0,784,10651.380677193807,8639.558296905818,8651.380677193807,2,2,7639.558296905818,11.82691318482734,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,171085.3582766527,618384.6547533757,12192.770894765277,0.006100000000000427,0.0063999696790216646,40.08373551112211,30.908736265370816,11449508.796744715,1516875.9194412543,12971356.24331095,9997341464.020412,9997341464.020412,0.0
785,0.0,12715254.816060832,785.0,785,10663.212092962334,8651.380677193807,8663.212092962334,2,2,7651.380677193807,11.835918352227361,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,171347.9474647674,618145.6343636052,12192.770894765277,0.006100000000000427,0.0063999696790216646,40.15585203087885,30.98439914074781,11458538.155357491,1507883.564458686,12971356.243310947,10010312820.263723,10010312820.263723,0.0
786,0.0,12715254.816060832,786.0,786,10675.052483992775,8663.212092962334,8675.052483992775,2,2,7663.212092962334,11.844863708652852,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,171608.97996972574,617906.2774248023,12189.923934955832,0.006100000000000427,0.006400166320169885,40.228023667066864,31.060122125948293,11467453.491953198,1499004.704078785,12971356.24331095,10023284176.507034,10023284176.507034,0.0
787,0.0,12715254.816060832,787.0,787,10686.90179077421,8675.052483992775,8686.90179077421,2,2,7675.052483992775,11.853749854217567,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,171868.4754387877,617666.735975336,12187.020502786763,0.006100000000000427,0.006400166320169885,40.30025005235256,31.13590259783896,11476290.460621556,1490203.8039415015,12971356.24331095,10036255532.750345,10036255532.750345,0.0
788,0.0,12715254.816060832,788.0,788,10698.759954349258,8686.90179077421,8698.759954349258,2,2,7686.901790774211,11.862577295877585,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,172126.44736779464,617427.0792157757,12185.222220430045,0.006100000000000427,0.006399952548655795,40.37253082371932,31.211739166671432,11485064.302212732,1481465.6757920047,12971356.24331095,10049226888.993656,10049226888.993656,0.0
789,0.0,12715254.816060832,789.0,789,10710.626916238727,8698.759954349258,8710.626916238727,2,2,7698.759954349258,11.87134648306086,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,172382.9066233212,617187.3490641619,12185.222220430045,0.006100000000000427,0.006399952548655795,40.444865621527114,31.28763085086593,11493784.314549303,1472781.0547406932,12971356.24331095,10062198245.236967,10062198245.236967,0.0
790,0.0,12715254.816060832,790.0,790,10722.502618476941,8710.626916238727,8722.502618476941,2,2,7710.626916238727,11.880057993367046,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,172637.86246807975,616947.4410417306,12185.222220430045,0.006100000000000427,0.006399952548655795,40.517254089052884,31.36357884385524,11502428.511048667,1464171.8588624552,12971356.24331095,10075169601.480278,10075169601.480278,0.0
791,0.0,12715254.816060832,791.0,791,10734.387003672553,8722.502618476941,8734.387003672553,2,2,7722.502618476941,11.888712397854851,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,172891.3279590612,616707.3563203426,12185.222220430045,0.006100000000000427,0.006399952548655795,40.589695872705995,31.439582774661776,11510997.570394961,1455637.4146362378,12971356.243310947,10088140957.723589,10088140957.723589,0.0
792,0.0,12715254.816060832,792.0,792,10746.280015002047,8734.387003672553,8746.280015002047,2,2,7734.387003672553,11.8973102611329,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,173143.31603666185,616467.0960602481,12185.222220430045,0.006100000000000427,0.006399952548655795,40.66219062239923,31.515642275983637,11519492.164558588,1447177.0551705717,12971356.24331095,10101112313.9669,10101112313.9669,0.0
793,0.0,12715254.816060832,793.0,793,10758.181596206225,8746.280015002047,8758.181596206225,2,2,7746.280015002047,11.905852147221637,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,173393.83952583125,616226.5791835833,12185.222220430045,0.0060999999999941604,0.006399952548655795,40.73473677150909,31.591756984153022,11527911.98304396,1438791.0928130953,12971356.24331095,10114083670.21021,10114083670.21021,0.0
794,0.0,12715254.816060832,794.0,794,10770.091691574407,8758.181596206225,8770.091691574407,2,2,7758.181596206225,11.914338589143286,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,173642.91130559004,615986.1583208808,12185.222220430045,0.006099332968829777,0.006399952548655795,40.8073391919735,31.667926539113736,11536261.864468455,1430474.7073187602,12971356.243310949,10127055026.453522,10127055026.453522,0.0
795,0.0,12715254.816060832,795.0,795,10782.010245944593,8770.091691574407,8782.010245944593,2,2,7770.091691574407,11.922770151228036,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,173890.54342051732,615745.3028004604,12185.222220430045,0.006101000820395718,0.006399952548655795,40.8799896536486,31.74415058432007,11544536.122931477,1422233.569011801,12971356.24331095,10140026382.696833,10140026382.696833,0.0
796,0.0,12715254.816060832,796.0,796,10793.937229394773,8782.010245944593,8793.937229394773,2,2,7782.010245944593,11.931196749130613,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,174136.7488967924,614800.9731505372,12185.222220430045,0.004899081537015831,0.006399952548655795,40.942256777157986,31.820428766737834,11544374.17302068,1422401.4567267038,12971356.243310949,10152997738.940144,10152997738.940144,0.0
797,0.0,12715254.816060832,797.0,797,10805.872646213083,8793.937229394773,8805.872646213083,2,2,7793.937229394773,11.939636887491965,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,174382.9834364195,613595.3934451797,12184.405102230196,0.004900803937648959,0.00640010119377033,41.00070221100799,31.896761437604997,11541077.067536544,1425694.4449965726,12971356.24331095,10165969095.183455,10165969095.183455,0.0
798,0.0,12715254.816060832,798.0,798,10817.816510021708,8805.872646213083,8817.816510021708,2,2,7805.8726462130835,11.948090729756327,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,174629.78803131953,612388.6250433055,12181.734044005776,0.004899464188076515,0.00640010119377033,41.05918521267741,31.973149313032014,11537747.39410633,1429019.9235713591,12971356.24331095,10178940451.426765,10178940451.426765,0.0
799,0.0,12715254.816060832,799.0,799,10829.768834531158,8817.816510021708,8829.768834531158,2,2,7817.816510021708,11.956558289142134,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,174877.1683059491,611180.9381533404,12179.061095407233,0.00490214442012987,0.00640010119377033,41.117708648293025,32.049591250051826,11534410.569118055,1432352.557735567,12971356.24331095,10191911807.670076,10191911807.670076,0.0
800,0.0,12715254.816060832,800.0,800,10841.729633456021,8829.768834531158,8841.729633456021,2,2,7829.768834531158,11.965039560583346,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,175125.12549902548,609972.593752224,12176.38625336615,0.004900803937648959,0.00640010119377033,41.17627647772936,32.126087336413086,11531069.684415502,1435689.2655599825,12971356.24331095,10204883163.913387,10204883163.913387,0.0
801,0.0,12715254.816060832,801.0,801,10853.69892051213,8841.729633456021,8853.69892051213,2,2,7841.7296334560215,11.973534551632286,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,175373.66031574752,608763.2251461851,12173.899208927138,0.004901378340362298,0.006399969860369832,41.23488323678761,32.202637548567964,11527722.589319173,1439032.1908774266,12971356.24331095,10217854520.156698,10217854520.156698,0.0
