ReportDate,Subdivision,LineCode,TrackNumber,beg_mp,end_mp,length_ft,length_m,grade_to_next,speed,curvature_deg
2022-12-28,HENDERSON,00H,SG,250.40227272727273,250.41003787878788,40.999999999962711,12.496799999988635,-0.61,41,-4
2022-12-28,HENDERSON,00H,SG,250.37007575757576,250.38030303030303,53.999999999950887,16.459199999985032,-0.61,41,-4
2022-12-28,HENDERSON,00H,SG,250.61931818181819,250.61950757575758,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.53920454545454,249.53939393939393,0.99999999999909051,0.30479999999972279,-0.6,41,-0.8
2022-12-28,HENDERSON,00H,SG,249.78390151515151,249.78409090909091,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,250.91685606060605,250.91704545454544,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,251.57954545454547,251.57973484848486,0.99999999999909051,0.30479999999972279,-0.6,43,0
2022-12-28,HENDERSON,00H,SG,250.84261363636364,250.84280303030303,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,250.87689393939394,250.87708333333333,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,250.66003787878788,250.66022727272727,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.64318181818183,250.64337121212122,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,249.56060606060606,249.56079545454546,0.99999999999909051,0.30479999999972279,-0.6,41,-0.1
2022-12-28,HENDERSON,00H,SG,250.63958333333332,250.63977272727271,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,251.60833333333332,251.60852272727271,0.99999999999909051,0.30479999999972279,-0.6,43,0
2022-12-28,HENDERSON,00H,SG,251.59034090909091,251.59053030303031,0.99999999999909051,0.30479999999972279,-0.6,43,0
2022-12-28,HENDERSON,00H,SG,249.53484848484848,249.53503787878788,0.99999999999909051,0.30479999999972279,-0.6,42,-0.9
2022-12-28,HENDERSON,00H,SG,250.83901515151516,250.83920454545455,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,251.60303030303029,251.60321969696969,0.99999999999909051,0.30479999999972279,-0.6,43,0
2022-12-28,HENDERSON,00H,SG,249.53882575757575,249.53901515151514,0.99999999999909051,0.30479999999972279,-0.6,42,-0.7
2022-12-28,HENDERSON,00H,SG,249.54621212121211,249.5464015151515,0.99999999999909051,0.30479999999972279,-0.6,41,-0.5
2022-12-28,HENDERSON,00H,SG,249.82329545454544,249.82348484848484,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,249.82405303030302,249.82424242424241,0.99999999999909051,0.30479999999972279,-0.6,41,0.1
2022-12-28,HENDERSON,00H,SG,250.58200757575759,250.58219696969698,0.99999999999909051,0.30479999999972279,-0.6,42,-0.1
